"accession_update","site","sample_id","type","variant_positive","bat_age","bat_sex","bat_species","sampling_date"
"ACTOW012","Toowoomba",35,"beta_2d_ii",FALSE,"adult","male","bff",2020-03-11
"ACTOW012","Toowoomba",35,"beta_2d_iii",FALSE,"adult","male","bff",2020-03-11
"ACTOW012","Toowoomba",35,"beta_2d_iv",FALSE,"adult","male","bff",2020-03-11
"ACTOW012","Toowoomba",35,"beta_2d_v",FALSE,"adult","male","bff",2020-03-11
"ACTOW012","Toowoomba",35,"beta_2d_vi",FALSE,"adult","male","bff",2020-03-11
"ACTOW012","Toowoomba",36,"beta_2d_i",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",36,"beta_2d_ii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",36,"beta_2d_iii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",36,"beta_2d_iv",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",36,"beta_2d_v",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",36,"beta_2d_vi",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",37,"beta_2d_i",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",37,"beta_2d_ii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",37,"beta_2d_iii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",37,"beta_2d_iv",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",37,"beta_2d_v",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",37,"beta_2d_vi",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",38,"beta_2d_i",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",38,"beta_2d_ii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",38,"beta_2d_iii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",38,"beta_2d_iv",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",38,"beta_2d_v",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",38,"beta_2d_vi",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",39,"beta_2d_i",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",39,"beta_2d_ii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",39,"beta_2d_iii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",39,"beta_2d_iv",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",39,"beta_2d_v",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",39,"beta_2d_vi",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",40,"beta_2d_i",FALSE,"sub_adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",40,"beta_2d_ii",FALSE,"sub_adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",40,"beta_2d_iii",FALSE,"sub_adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",40,"beta_2d_iv",FALSE,"sub_adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",40,"beta_2d_v",FALSE,"sub_adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",40,"beta_2d_vi",FALSE,"sub_adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",41,"beta_2d_i",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",41,"beta_2d_ii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",41,"beta_2d_iii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",41,"beta_2d_iv",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",41,"beta_2d_v",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",41,"beta_2d_vi",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",42,"beta_2d_i",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",42,"beta_2d_ii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",42,"beta_2d_iii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",42,"beta_2d_iv",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",42,"beta_2d_v",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",42,"beta_2d_vi",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",43,"beta_2d_i",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",43,"beta_2d_ii",TRUE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",43,"beta_2d_iii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",43,"beta_2d_iv",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",43,"beta_2d_v",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",43,"beta_2d_vi",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",44,"beta_2d_i",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",44,"beta_2d_ii",TRUE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",44,"beta_2d_iii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",44,"beta_2d_iv",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",44,"beta_2d_v",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",44,"beta_2d_vi",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",45,"beta_2d_i",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",45,"beta_2d_ii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",45,"beta_2d_iii",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",45,"beta_2d_iv",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",45,"beta_2d_v",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",45,"beta_2d_vi",FALSE,"adult","female","bff",2020-03-11
"ACTOW012","Toowoomba",46,"beta_2d_i",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",46,"beta_2d_ii",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",46,"beta_2d_iii",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",46,"beta_2d_iv",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",46,"beta_2d_v",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",46,"beta_2d_vi",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",47,"beta_2d_i",FALSE,"sub_adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",47,"beta_2d_ii",FALSE,"sub_adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",47,"beta_2d_iii",FALSE,"sub_adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",47,"beta_2d_iv",FALSE,"sub_adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",47,"beta_2d_v",FALSE,"sub_adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",47,"beta_2d_vi",FALSE,"sub_adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",48,"beta_2d_i",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",48,"beta_2d_ii",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",48,"beta_2d_iii",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",48,"beta_2d_iv",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",48,"beta_2d_v",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",48,"beta_2d_vi",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",49,"beta_2d_i",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",49,"beta_2d_ii",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",49,"beta_2d_iii",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",49,"beta_2d_iv",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",49,"beta_2d_v",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",49,"beta_2d_vi",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",54,"beta_2d_i",FALSE,"juve","male","bff",2020-03-12
"ACTOW012","Toowoomba",54,"beta_2d_ii",FALSE,"juve","male","bff",2020-03-12
"ACTOW012","Toowoomba",54,"beta_2d_iii",FALSE,"juve","male","bff",2020-03-12
"ACTOW012","Toowoomba",54,"beta_2d_iv",FALSE,"juve","male","bff",2020-03-12
"ACTOW012","Toowoomba",54,"beta_2d_v",FALSE,"juve","male","bff",2020-03-12
"ACTOW012","Toowoomba",54,"beta_2d_vi",FALSE,"juve","male","bff",2020-03-12
"ACTOW012","Toowoomba",55,"beta_2d_i",FALSE,"juve","female","bff",2020-03-12
"ACTOW012","Toowoomba",55,"beta_2d_ii",FALSE,"juve","female","bff",2020-03-12
"ACTOW012","Toowoomba",55,"beta_2d_iii",FALSE,"juve","female","bff",2020-03-12
"ACTOW012","Toowoomba",55,"beta_2d_iv",FALSE,"juve","female","bff",2020-03-12
"ACTOW012","Toowoomba",55,"beta_2d_v",FALSE,"juve","female","bff",2020-03-12
"ACTOW012","Toowoomba",55,"beta_2d_vi",FALSE,"juve","female","bff",2020-03-12
"ACTOW012","Toowoomba",56,"beta_2d_i",FALSE,"sub_adult","female","bff",2020-03-12
"ACTOW012","Toowoomba",56,"beta_2d_ii",FALSE,"sub_adult","female","bff",2020-03-12
"ACTOW012","Toowoomba",56,"beta_2d_iii",FALSE,"sub_adult","female","bff",2020-03-12
"ACTOW012","Toowoomba",56,"beta_2d_iv",FALSE,"sub_adult","female","bff",2020-03-12
"ACTOW012","Toowoomba",56,"beta_2d_v",FALSE,"sub_adult","female","bff",2020-03-12
"ACTOW012","Toowoomba",56,"beta_2d_vi",FALSE,"sub_adult","female","bff",2020-03-12
"ACTOW012","Toowoomba",58,"beta_2d_i",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",58,"beta_2d_ii",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",58,"beta_2d_iii",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",58,"beta_2d_iv",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",58,"beta_2d_v",FALSE,"adult","male","bff",2020-03-12
"ACTOW012","Toowoomba",58,"beta_2d_vi",FALSE,"adult","male","bff",2020-03-12
"ACTOW013","Toowoomba",1,"beta_2d_i",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",1,"beta_2d_ii",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",1,"beta_2d_iii",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",1,"beta_2d_iv",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",1,"beta_2d_v",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",1,"beta_2d_vi",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",2,"beta_2d_i",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",2,"beta_2d_ii",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",2,"beta_2d_iii",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",2,"beta_2d_iv",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",2,"beta_2d_v",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",2,"beta_2d_vi",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",3,"beta_2d_i",FALSE,"adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",3,"beta_2d_ii",FALSE,"adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",3,"beta_2d_iii",FALSE,"adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",3,"beta_2d_iv",FALSE,"adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",3,"beta_2d_v",FALSE,"adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",3,"beta_2d_vi",FALSE,"adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",5,"beta_2d_i",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",5,"beta_2d_ii",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",5,"beta_2d_iii",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",5,"beta_2d_iv",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",5,"beta_2d_v",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",5,"beta_2d_vi",FALSE,"sub_adult","female","bff",2020-05-05
"ACTOW013","Toowoomba",7,"beta_2d_i",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",7,"beta_2d_ii",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",7,"beta_2d_iii",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",7,"beta_2d_iv",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",7,"beta_2d_v",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",7,"beta_2d_vi",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",8,"beta_2d_i",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",8,"beta_2d_ii",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",8,"beta_2d_iii",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",8,"beta_2d_iv",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",8,"beta_2d_v",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",8,"beta_2d_vi",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",10,"beta_2d_i",FALSE,"sub_adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",10,"beta_2d_ii",FALSE,"sub_adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",10,"beta_2d_iii",FALSE,"sub_adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",10,"beta_2d_iv",FALSE,"sub_adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",10,"beta_2d_v",FALSE,"sub_adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",10,"beta_2d_vi",FALSE,"sub_adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",12,"beta_2d_i",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",12,"beta_2d_ii",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",12,"beta_2d_iii",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",12,"beta_2d_iv",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",12,"beta_2d_v",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",12,"beta_2d_vi",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",13,"beta_2d_i",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",13,"beta_2d_ii",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",13,"beta_2d_iii",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",13,"beta_2d_iv",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",13,"beta_2d_v",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",13,"beta_2d_vi",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",14,"beta_2d_i",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",14,"beta_2d_ii",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",14,"beta_2d_iii",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",14,"beta_2d_iv",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",14,"beta_2d_v",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",14,"beta_2d_vi",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",15,"beta_2d_i",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",15,"beta_2d_ii",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",15,"beta_2d_iii",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",15,"beta_2d_iv",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",15,"beta_2d_v",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",15,"beta_2d_vi",FALSE,"adult","male","bff",2020-05-05
"ACTOW013","Toowoomba",16,"beta_2d_i",FALSE,"juve","male","bff",2020-05-05
"ACTOW013","Toowoomba",16,"beta_2d_ii",FALSE,"juve","male","bff",2020-05-05
"ACTOW013","Toowoomba",16,"beta_2d_iii",FALSE,"juve","male","bff",2020-05-05
"ACTOW013","Toowoomba",16,"beta_2d_iv",FALSE,"juve","male","bff",2020-05-05
"ACTOW013","Toowoomba",16,"beta_2d_v",FALSE,"juve","male","bff",2020-05-05
"ACTOW013","Toowoomba",16,"beta_2d_vi",FALSE,"juve","male","bff",2020-05-05
"ACTOW013","Toowoomba",17,"beta_2d_i",FALSE,"juve","male","bff",2020-05-05
"ACTOW013","Toowoomba",17,"beta_2d_ii",FALSE,"juve","male","bff",2020-05-05
"ACTOW013","Toowoomba",17,"beta_2d_iii",FALSE,"juve","male","bff",2020-05-05
"ACTOW013","Toowoomba",17,"beta_2d_iv",FALSE,"juve","male","bff",2020-05-05
"ACTOW013","Toowoomba",17,"beta_2d_v",FALSE,"juve","male","bff",2020-05-05
"ACTOW013","Toowoomba",17,"beta_2d_vi",FALSE,"juve","male","bff",2020-05-05
"ACTOW013","Toowoomba",18,"beta_2d_i",FALSE,"sub_adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",18,"beta_2d_ii",FALSE,"sub_adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",18,"beta_2d_iii",FALSE,"sub_adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",18,"beta_2d_iv",FALSE,"sub_adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",18,"beta_2d_v",FALSE,"sub_adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",18,"beta_2d_vi",FALSE,"sub_adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",20,"beta_2d_i",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",20,"beta_2d_ii",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",20,"beta_2d_iii",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",20,"beta_2d_iv",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",20,"beta_2d_v",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",20,"beta_2d_vi",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",21,"beta_2d_i",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",21,"beta_2d_ii",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",21,"beta_2d_iii",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",21,"beta_2d_iv",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",21,"beta_2d_v",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",21,"beta_2d_vi",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",22,"beta_2d_i",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",22,"beta_2d_ii",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",22,"beta_2d_iii",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",22,"beta_2d_iv",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",22,"beta_2d_v",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",22,"beta_2d_vi",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",23,"beta_2d_i",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",23,"beta_2d_ii",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",23,"beta_2d_iii",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",23,"beta_2d_iv",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",23,"beta_2d_v",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",23,"beta_2d_vi",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",24,"beta_2d_i",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",24,"beta_2d_ii",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",24,"beta_2d_iii",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",24,"beta_2d_iv",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",24,"beta_2d_v",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",24,"beta_2d_vi",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",25,"beta_2d_i",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",25,"beta_2d_ii",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",25,"beta_2d_iii",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",25,"beta_2d_iv",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",25,"beta_2d_v",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",25,"beta_2d_vi",FALSE,"adult","female","bff",2020-05-06
"ACTOW013","Toowoomba",26,"beta_2d_i",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",26,"beta_2d_ii",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",26,"beta_2d_iii",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",26,"beta_2d_iv",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",26,"beta_2d_v",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",26,"beta_2d_vi",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",28,"beta_2d_i",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",28,"beta_2d_ii",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",28,"beta_2d_iii",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",28,"beta_2d_iv",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",28,"beta_2d_v",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",28,"beta_2d_vi",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",29,"beta_2d_i",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",29,"beta_2d_ii",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",29,"beta_2d_iii",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",29,"beta_2d_iv",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",29,"beta_2d_v",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",29,"beta_2d_vi",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",30,"beta_2d_i",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",30,"beta_2d_ii",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",30,"beta_2d_iii",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",30,"beta_2d_iv",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",30,"beta_2d_v",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",30,"beta_2d_vi",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",31,"beta_2d_i",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",31,"beta_2d_ii",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",31,"beta_2d_iii",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",31,"beta_2d_iv",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",31,"beta_2d_v",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",31,"beta_2d_vi",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",33,"beta_2d_i",FALSE,"sub_adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",33,"beta_2d_ii",TRUE,"sub_adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",33,"beta_2d_iii",FALSE,"sub_adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",33,"beta_2d_iv",TRUE,"sub_adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",33,"beta_2d_v",TRUE,"sub_adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",33,"beta_2d_vi",FALSE,"sub_adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",34,"beta_2d_i",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",34,"beta_2d_ii",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",34,"beta_2d_iii",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",34,"beta_2d_iv",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",34,"beta_2d_v",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",34,"beta_2d_vi",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",35,"beta_2d_i",FALSE,"juve","male","bff",2020-05-06
"ACTOW013","Toowoomba",35,"beta_2d_ii",FALSE,"juve","male","bff",2020-05-06
"ACTOW013","Toowoomba",35,"beta_2d_iii",FALSE,"juve","male","bff",2020-05-06
"ACTOW013","Toowoomba",35,"beta_2d_iv",FALSE,"juve","male","bff",2020-05-06
"ACTOW013","Toowoomba",35,"beta_2d_v",TRUE,"juve","male","bff",2020-05-06
"ACTOW013","Toowoomba",35,"beta_2d_vi",FALSE,"juve","male","bff",2020-05-06
"ACTOW013","Toowoomba",36,"beta_2d_i",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",36,"beta_2d_ii",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",36,"beta_2d_iii",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",36,"beta_2d_iv",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",36,"beta_2d_v",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",36,"beta_2d_vi",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",37,"beta_2d_i",FALSE,"adult","male","bff",2020-05-06
"ACTOW013","Toowoomba",37,"beta_2d_ii",FALSE,"adult","male","bff",2020-05-06
