site,n,type,variant_positive,date_end,session_type
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-09-14T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.v,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.vi,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iv,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.ii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.i,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Toowoomba,1,beta 2d.iii,FALSE,2018-12-08T00:00:00Z,C
Redcliffe,1,beta 2d.i,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.ii,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iii,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iv,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,TRUE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.v,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.vi,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iv,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iv,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iv,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iv,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iv,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iv,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iv,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iv,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iv,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iv,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iv,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iv,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iv,FALSE,2018-12-14T00:00:00Z,C
Redcliffe,1,beta 2d.iv,FALSE,2018-12-14T00:00:00Z,C
